B,Na,O,LOAD,HARDNESS
33.33333333333333,11.11111111111111,55.55555555555556,0.1,6.912808472
33.33333333333333,11.11111111111111,55.55555555555556,0.2,6.348042452
33.33333333333333,11.11111111111111,55.55555555555556,0.3,5.691246671
33.33333333333333,11.11111111111111,55.55555555555556,0.5,5.053863981
33.33333333333333,11.11111111111111,55.55555555555556,1.0,4.557204777
33.33333333333333,11.11111111111111,55.55555555555556,2.0,4.163020783
33.33333333333333,11.11111111111111,55.55555555555556,5.0,4.048965133
