Al,B,Ba,Ca,Cs,Fe,K,Li,Mg,N,Na,O,Si,Ti,Y,LOAD,HARDNESS
3.508771929824561,7.017543859649122,8.771929824561402,7.017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,0.246710526,7.236131187
3.508771929824561,7.017543859649122,8.771929824561402,7.017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,0.490764375,6.622115765
3.508771929824561,7.017543859649122,8.771929824561402,7.017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,0.957124701,6.449423927
3.508771929824561,7.017543859649122,8.771929824561402,7.017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,1.957503845,6.134907876
3.508771929824561,7.017543859649122,7.017543859649122,8.771929824561402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,0.253262013,7.579451441
3.508771929824561,7.017543859649122,7.017543859649122,8.771929824561402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,0.490293724,6.901837815
3.508771929824561,7.017543859649122,7.017543859649122,8.771929824561402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,0.499990476,6.889605184
3.508771929824561,7.017543859649122,7.017543859649122,8.771929824561402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,0.966511979,6.267223741
3.508771929824561,7.017543859649122,7.017543859649122,8.771929824561402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64912280701754,14.035087719298245,0.0,0.0,1.966354831,6.437739205
0.0,7.4074074074074066,12.962962962962962,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.250745301,7.073096415
0.0,7.4074074074074066,12.962962962962962,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.483977701,6.460723618
0.0,7.4074074074074066,12.962962962962962,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.958674233,6.129532783
0.0,7.4074074074074066,12.962962962962962,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,1.960201599,5.729461803
0.0,7.4074074074074066,7.4074074074074066,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.247518995,7.581052148
0.0,7.4074074074074066,7.4074074074074066,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.495054639,6.916783211
0.0,7.4074074074074066,7.4074074074074066,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.95891491,6.303421789
0.0,7.4074074074074066,7.4074074074074066,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,1.952286211,5.85538623
0.0,7.4074074074074066,3.7037037037037033,14.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.231375366,7.747119382
0.0,7.4074074074074066,3.7037037037037033,14.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.510122026,7.428329602
0.0,7.4074074074074066,3.7037037037037033,14.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.956762426,6.815956676
0.0,7.4074074074074066,3.7037037037037033,14.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,1.961972389,6.712164654
0.0,7.4074074074074066,11.11111111111111,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.243214027,7.265969226
0.0,7.4074074074074066,11.11111111111111,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.487520945,6.682213242
0.0,7.4074074074074066,11.11111111111111,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,0.959991152,6.211738837
0.0,7.4074074074074066,11.11111111111111,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925,14.814814814814813,0.0,0.0,1.957667421,5.824001499
8.88888888888889,24.444444444444443,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,0.841368173,3.251383287
8.88888888888889,24.444444444444443,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,5.126239152,2.598265074
8.88888888888889,24.444444444444443,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,10.05384078,2.34971731
8.88888888888889,24.444444444444443,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,20.19470209,2.108426414
8.88888888888889,24.444444444444443,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,50.18879895,1.977802772
8.88888888888889,24.444444444444443,0.0,0.0,8.333333333333332,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,0.895056736,3.320679858
8.88888888888889,24.444444444444443,0.0,0.0,8.333333333333332,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,5.047233489,2.840667045
8.88888888888889,24.444444444444443,0.0,0.0,8.333333333333332,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,9.950086266,2.701653433
8.88888888888889,24.444444444444443,0.0,0.0,8.333333333333332,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,29.88991813,2.680266723
8.88888888888889,24.444444444444443,0.0,0.0,8.333333333333332,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,50.1112535,2.602739901
8.88888888888889,24.444444444444443,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,2.075807564,2.924431657
8.88888888888889,24.444444444444443,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,7.275802933,2.42095287
8.88888888888889,24.444444444444443,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,12.73227928,2.355188739
8.88888888888889,24.444444444444443,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,23.67338231,2.363624607
8.88888888888889,24.444444444444443,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,56.25741344,2.266790339
8.88888888888889,24.444444444444443,0.0,0.0,2.7777777777777777,0.0,0.0,8.333333333333332,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,1.508839667,3.950534716
8.88888888888889,24.444444444444443,0.0,0.0,2.7777777777777777,0.0,0.0,8.333333333333332,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,5.643839328,3.61864237
8.88888888888889,24.444444444444443,0.0,0.0,2.7777777777777777,0.0,0.0,8.333333333333332,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,9.992718282,3.558792931
8.88888888888889,24.444444444444443,0.0,0.0,2.7777777777777777,0.0,0.0,8.333333333333332,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,14.98323511,3.482620917
8.88888888888889,24.444444444444443,0.0,0.0,2.7777777777777777,0.0,0.0,8.333333333333332,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,20.04504505,3.482620917
8.88888888888889,24.444444444444443,0.0,0.0,2.7777777777777777,0.0,0.0,8.333333333333332,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,49.98814604,3.469018772
8.88888888888889,24.444444444444443,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,0.370441855,5.50946298
8.88888888888889,24.444444444444443,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,1.225776523,5.158517199
8.88888888888889,24.444444444444443,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,5.074782526,4.598092154
8.88888888888889,24.444444444444443,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,10.06423475,4.576328074
8.88888888888889,24.444444444444443,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,19.90058343,4.464787167
8.88888888888889,24.444444444444443,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,30.02204366,4.312438611
8.88888888888889,24.444444444444443,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,50.62135357,4.399494929
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,0.059198126,6.250122254
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,0.220266184,6.026175705
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,0.266285629,5.164214766
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,0.427353687,4.973315884
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,0.504052762,4.693693734
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,0.772499525,4.441054032
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,0.994926843,3.981108254
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,2.015024544,3.435238539
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,4.952599124,3.410666625
0.0,36.95652173913043,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,58.69565217391305,0.0,0.0,0.0,9.830660307,3.469452595
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,0.066868034,9.574328853
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,0.220266184,8.970139724
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,0.266285629,8.771853716
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,0.419683779,7.640457084
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,0.504052762,6.976393357
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,0.749489803,6.007513492
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,1.002596751,5.262580177
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,1.063956011,5.251693887
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,1.961335191,4.983891138
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,4.891239864,4.710489725
0.0,30.952380952380953,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,11.904761904761903,54.761904761904766,0.0,0.0,0.0,9.807650584,4.906442956
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,0.110260628,8.560176651
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,0.229061235,8.24765745
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,0.30826164,7.475374424
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,0.407262146,7.358179724
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,0.4765625,6.861354327
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,0.743863866,5.755016321
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,0.991365132,5.170545315
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,1.981370192,4.677726575
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,4.891985071,4.437327189
0.0,34.090909090909086,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175,56.81818181818182,0.0,0.0,0.0,9.809010206,4.587576805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,58.333333333333336,21.666666666666668,3.3333333333333335,0.0,0.5,5.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,58.333333333333336,21.666666666666668,3.3333333333333335,0.0,1.0,5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,58.333333333333336,21.666666666666668,3.3333333333333335,0.0,2.9,4.9
