Al,B,Ba,Ca,Cs,Fe,K,Li,Mg,N,Na,O,Si,Ti,Y,LOAD,HARDNESS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,58.333333333333336,21.666666666666668,3.3333333333333335,0.0,4.9,4.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,58.333333333333336,21.666666666666668,3.3333333333333335,0.0,9.8,4.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,58.333333333333336,21.666666666666668,3.3333333333333335,0.0,49.0,4.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,23.333333333333332,3.3333333333333335,0.0,0.5,5.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,23.333333333333332,3.3333333333333335,0.0,1.0,5.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,23.333333333333332,3.3333333333333335,0.0,2.9,5.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,23.333333333333332,3.3333333333333335,0.0,4.9,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,23.333333333333332,3.3333333333333335,0.0,9.8,4.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,23.333333333333332,3.3333333333333335,0.0,49.0,4.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.66666666666667,25.0,3.3333333333333335,0.0,0.5,6.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.66666666666667,25.0,3.3333333333333335,0.0,1.0,5.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.66666666666667,25.0,3.3333333333333335,0.0,2.9,5.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.66666666666667,25.0,3.3333333333333335,0.0,4.9,5.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.66666666666667,25.0,3.3333333333333335,0.0,9.8,5.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.66666666666667,25.0,3.3333333333333335,0.0,49.0,4.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,25.333333333333336,1.3333333333333335,0.0,0.5,5.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,25.333333333333336,1.3333333333333335,0.0,1.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,25.333333333333336,1.3333333333333335,0.0,2.9,4.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,25.333333333333336,1.3333333333333335,0.0,4.9,4.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,25.333333333333336,1.3333333333333335,0.0,9.8,4.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,60.0,25.333333333333336,1.3333333333333335,0.0,49.0,4.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,63.33333333333333,26.666666666666668,3.3333333333333335,0.0,0.5,6.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,63.33333333333333,26.666666666666668,3.3333333333333335,0.0,1.0,6.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,63.33333333333333,26.666666666666668,3.3333333333333335,0.0,2.9,5.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,63.33333333333333,26.666666666666668,3.3333333333333335,0.0,4.9,5.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,63.33333333333333,26.666666666666668,3.3333333333333335,0.0,9.8,5.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,63.33333333333333,26.666666666666668,3.3333333333333335,0.0,49.0,5.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.1225,6.663412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.245,6.508082
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.49,6.2328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.588,6.155184
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.735,6.133232
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.98,6.074824
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,0.1225,9.676912
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,0.245,9.444652
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,0.343,9.041578
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,0.49,8.725136
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,0.735,8.526
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,0.98,8.4819
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,1.47,8.48582
0.06315567874811409,0.0,0.0,3.3051471878179717,0.0,0.028069190554717377,0.014034595277358689,0.0,2.045542261675029,0.0,9.30493666888881,60.208413739868774,25.02719202834988,0.003508648819339672,0.0,1.96,8.469552
8.693662777396478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412491420727521,0.0,54.03797757950125,14.664836421871424,0.0,15.191031800503318,0.981,11.39043342
8.693662777396478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412491420727521,0.0,54.03797757950125,14.664836421871424,0.0,15.191031800503318,1.962,10.96640171
8.693662777396478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412491420727521,0.0,54.03797757950125,14.664836421871424,0.0,15.191031800503318,2.943,10.56769933
8.693662777396478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412491420727521,0.0,54.03797757950125,14.664836421871424,0.0,15.191031800503318,4.905,10.3810128
8.693662777396478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412491420727521,0.0,54.03797757950125,14.664836421871424,0.0,15.191031800503318,9.81,9.96673757
8.693662777396478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.412491420727521,0.0,54.03797757950125,14.664836421871424,0.0,15.191031800503318,19.62,9.765603944
8.570052961001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236880115551276,0.0,57.799711121810304,14.41983630235917,0.0,14.973519499277804,0.981,9.983248539
8.570052961001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236880115551276,0.0,57.799711121810304,14.41983630235917,0.0,14.973519499277804,1.962,9.660534139
8.570052961001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236880115551276,0.0,57.799711121810304,14.41983630235917,0.0,14.973519499277804,2.943,9.543268732
8.570052961001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236880115551276,0.0,57.799711121810304,14.41983630235917,0.0,14.973519499277804,4.905,9.352829711
8.570052961001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236880115551276,0.0,57.799711121810304,14.41983630235917,0.0,14.973519499277804,9.81,9.150195088
8.570052961001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236880115551276,0.0,57.799711121810304,14.41983630235917,0.0,14.973519499277804,19.62,8.992590381
8.45771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0895522388059704,0.0,60.348258706467675,14.27860696517413,0.0,14.82587064676617,0.981,9.816888015
8.45771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0895522388059704,0.0,60.348258706467675,14.27860696517413,0.0,14.82587064676617,1.962,9.073894397
8.45771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0895522388059704,0.0,60.348258706467675,14.27860696517413,0.0,14.82587064676617,2.943,8.977580409
8.45771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0895522388059704,0.0,60.348258706467675,14.27860696517413,0.0,14.82587064676617,4.905,8.80496573
8.45771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0895522388059704,0.0,60.348258706467675,14.27860696517413,0.0,14.82587064676617,9.81,8.710215281
8.45771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0895522388059704,0.0,60.348258706467675,14.27860696517413,0.0,14.82587064676617,19.62,8.548545373
